"voyelle" "partie" "vitesse" "durée"
"ain" "oral" "lente" 93
"ain" "oral" "lente" 113
"ain" "oral" "lente" 95
"ain" "oral" "lente" 75
"ain" "oral" "lente" 83
"ain" "oral" "lente" 81
"ain" "oral" "lente" 84
"ain" "oral" "lente" 99
"ain" "oral" "lente" 87
"ain" "oral" "lente" 78
"ain" "oral" "lente" 59
"ain" "oral" "lente" 83
"ain" "oral" "lente" 105
"ain" "oral" "lente" 75
"ain" "oral" "lente" 95
"ain" "oral" "lente" 69
"ain" "oral" "lente" 109
"ain" "oral" "lente" 107
"ain" "oral" "lente" 99
"ain" "oral" "lente" 76
"ain" "nasal" "lente" 284
"ain" "nasal" "lente" 319
"ain" "nasal" "lente" 257
"ain" "nasal" "lente" 276
"ain" "nasal" "lente" 245
"ain" "nasal" "lente" 269
"ain" "nasal" "lente" 300
"ain" "nasal" "lente" 304
"ain" "nasal" "lente" 275
"ain" "nasal" "lente" 311
"ain" "nasal" "lente" 262
"ain" "nasal" "lente" 318
"ain" "nasal" "lente" 330
"ain" "nasal" "lente" 273
"ain" "nasal" "lente" 279
"ain" "nasal" "lente" 282
"ain" "nasal" "lente" 270
"ain" "nasal" "lente" 315
"ain" "nasal" "lente" 217
"ain" "nasal" "lente" 311
"an" "oral" "lente" 187
"an" "oral" "lente" 159
"an" "oral" "lente" 158
"an" "oral" "lente" 149
"an" "oral" "lente" 159
"an" "oral" "lente" 161
"an" "oral" "lente" 155
"an" "oral" "lente" 174
"an" "oral" "lente" 160
"an" "oral" "lente" 162
"an" "oral" "lente" 191
"an" "oral" "lente" 203
"an" "oral" "lente" 159
"an" "oral" "lente" 129
"an" "oral" "lente" 144
"an" "oral" "lente" 147
"an" "oral" "lente" 160
"an" "oral" "lente" 150
"an" "oral" "lente" 153
"an" "oral" "lente" 170
"an" "nasal" "lente" 297
"an" "nasal" "lente" 307
"an" "nasal" "lente" 334
"an" "nasal" "lente" 338
"an" "nasal" "lente" 263
"an" "nasal" "lente" 264
"an" "nasal" "lente" 276
"an" "nasal" "lente" 317
"an" "nasal" "lente" 281
"an" "nasal" "lente" 298
"an" "nasal" "lente" 306
"an" "nasal" "lente" 340
"an" "nasal" "lente" 267
"an" "nasal" "lente" 349
"an" "nasal" "lente" 317
"an" "nasal" "lente" 319
"an" "nasal" "lente" 357
"an" "nasal" "lente" 325
"an" "nasal" "lente" 335
"an" "nasal" "lente" 265
"on" "oral" "lente" 192
"on" "oral" "lente" 192
"on" "oral" "lente" 150
"on" "oral" "lente" 185
"on" "oral" "lente" 150
"on" "oral" "lente" 149
"on" "oral" "lente" 167
"on" "oral" "lente" 153
"on" "oral" "lente" 196
"on" "oral" "lente" 213
"on" "oral" "lente" 186
"on" "oral" "lente" 157
"on" "oral" "lente" 168
"on" "oral" "lente" 191
"on" "oral" "lente" 160
"on" "oral" "lente" 202
"on" "oral" "lente" 136
"on" "oral" "lente" 170
"on" "oral" "lente" 179
"on" "oral" "lente" 189
"on" "nasal" "lente" 325
"on" "nasal" "lente" 315
"on" "nasal" "lente" 280
"on" "nasal" "lente" 315
"on" "nasal" "lente" 279
"on" "nasal" "lente" 294
"on" "nasal" "lente" 349
"on" "nasal" "lente" 291
"on" "nasal" "lente" 269
"on" "nasal" "lente" 334
"on" "nasal" "lente" 309
"on" "nasal" "lente" 316
"on" "nasal" "lente" 317
"on" "nasal" "lente" 341
"on" "nasal" "lente" 311
"on" "nasal" "lente" 302
"on" "nasal" "lente" 288
"on" "nasal" "lente" 295
"on" "nasal" "lente" 294
"on" "nasal" "lente" 332
