"voyelle" "partie" "vitesse" "durée"
"ain" "oral" "normal" 83
"ain" "oral" "normal" 81
"ain" "oral" "normal" 67
"ain" "oral" "normal" 62
"ain" "oral" "normal" 63
"ain" "oral" "normal" 105
"ain" "oral" "normal" 78
"ain" "oral" "normal" 74
"ain" "oral" "normal" 96
"ain" "oral" "normal" 96
"ain" "oral" "normal" 79
"ain" "oral" "normal" 78
"ain" "oral" "normal" 72
"ain" "oral" "normal" 86
"ain" "oral" "normal" 94
"ain" "oral" "normal" 114
"ain" "oral" "normal" 86
"ain" "oral" "normal" 86
"ain" "oral" "normal" 66
"ain" "oral" "normal" 67
"ain" "oral" "normal" 91
"ain" "oral" "normal" 100
"ain" "oral" "normal" 81
"ain" "oral" "normal" 54
"ain" "oral" "normal" 98
"ain" "oral" "normal" 92
"ain" "oral" "normal" 65
"ain" "oral" "normal" 69
"ain" "oral" "normal" 70
"ain" "oral" "normal" 60
"ain" "oral" "normal" 96
"ain" "oral" "normal" 67
"ain" "oral" "normal" 56
"ain" "oral" "normal" 53
"ain" "oral" "normal" 84
"ain" "oral" "normal" 82
"ain" "oral" "normal" 61
"ain" "oral" "normal" 78
"ain" "oral" "normal" 72
"ain" "oral" "normal" 76
"ain" "oral" "normal" 65
"ain" "oral" "normal" 96
"ain" "oral" "normal" 110
"ain" "oral" "normal" 76
"ain" "oral" "normal" 58
"ain" "oral" "normal" 45
"ain" "oral" "normal" 71
"ain" "oral" "normal" 78
"ain" "oral" "normal" 58
"ain" "oral" "normal" 98
"ain" "oral" "normal" 68
"ain" "oral" "normal" 88
"ain" "oral" "normal" 90
"ain" "oral" "normal" 90
"ain" "oral" "normal" 88
"ain" "oral" "normal" 67
"ain" "oral" "normal" 97
"ain" "oral" "normal" 76
"ain" "oral" "normal" 83
"ain" "oral" "normal" 61
"ain" "nasal" "normal" 128
"ain" "nasal" "normal" 121
"ain" "nasal" "normal" 121
"ain" "nasal" "normal" 97
"ain" "nasal" "normal" 110
"ain" "nasal" "normal" 142
"ain" "nasal" "normal" 131
"ain" "nasal" "normal" 107
"ain" "nasal" "normal" 106
"ain" "nasal" "normal" 127
"ain" "nasal" "normal" 109
"ain" "nasal" "normal" 105
"ain" "nasal" "normal" 140
"ain" "nasal" "normal" 124
"ain" "nasal" "normal" 121
"ain" "nasal" "normal" 147
"ain" "nasal" "normal" 177
"ain" "nasal" "normal" 89
"ain" "nasal" "normal" 133
"ain" "nasal" "normal" 123
"ain" "nasal" "normal" 156
"ain" "nasal" "normal" 54
"ain" "nasal" "normal" 105
"ain" "nasal" "normal" 126
"ain" "nasal" "normal" 138
"ain" "nasal" "normal" 119
"ain" "nasal" "normal" 80
"ain" "nasal" "normal" 131
"ain" "nasal" "normal" 141
"ain" "nasal" "normal" 127
"ain" "nasal" "normal" 119
"ain" "nasal" "normal" 106
"ain" "nasal" "normal" 97
"ain" "nasal" "normal" 103
"ain" "nasal" "normal" 134
"ain" "nasal" "normal" 150
"ain" "nasal" "normal" 146
"ain" "nasal" "normal" 149
"ain" "nasal" "normal" 125
"ain" "nasal" "normal" 113
"ain" "nasal" "normal" 105
"ain" "nasal" "normal" 74
"ain" "nasal" "normal" 168
"ain" "nasal" "normal" 103
"ain" "nasal" "normal" 137
"ain" "nasal" "normal" 164
"ain" "nasal" "normal" 94
"ain" "nasal" "normal" 99
"ain" "nasal" "normal" 133
"ain" "nasal" "normal" 85
"ain" "nasal" "normal" 104
"ain" "nasal" "normal" 131
"ain" "nasal" "normal" 135
"ain" "nasal" "normal" 92
"ain" "nasal" "normal" 120
"ain" "nasal" "normal" 76
"ain" "nasal" "normal" 152
"ain" "nasal" "normal" 164
"ain" "nasal" "normal" 123
"ain" "nasal" "normal" 102
"an" "oral" "normal" 74
"an" "oral" "normal" 76
"an" "oral" "normal" 83
"an" "oral" "normal" 68
"an" "oral" "normal" 88
"an" "oral" "normal" 66
"an" "oral" "normal" 50
"an" "oral" "normal" 72
"an" "oral" "normal" 71
"an" "oral" "normal" 83
"an" "oral" "normal" 74
"an" "oral" "normal" 62
"an" "oral" "normal" 78
"an" "oral" "normal" 75
"an" "oral" "normal" 46
"an" "oral" "normal" 69
"an" "oral" "normal" 59
"an" "oral" "normal" 71
"an" "oral" "normal" 68
"an" "oral" "normal" 88
"an" "oral" "normal" 68
"an" "oral" "normal" 65
"an" "oral" "normal" 81
"an" "oral" "normal" 85
"an" "oral" "normal" 78
"an" "oral" "normal" 76
"an" "oral" "normal" 72
"an" "oral" "normal" 48
"an" "oral" "normal" 68
"an" "oral" "normal" 66
"an" "oral" "normal" 67
"an" "oral" "normal" 62
"an" "oral" "normal" 73
"an" "oral" "normal" 74
"an" "oral" "normal" 72
"an" "oral" "normal" 73
"an" "oral" "normal" 83
"an" "oral" "normal" 75
"an" "oral" "normal" 88
"an" "oral" "normal" 76
"an" "oral" "normal" 77
"an" "oral" "normal" 89
"an" "oral" "normal" 57
"an" "oral" "normal" 85
"an" "oral" "normal" 72
"an" "oral" "normal" 57
"an" "oral" "normal" 73
"an" "oral" "normal" 83
"an" "oral" "normal" 74
"an" "oral" "normal" 66
"an" "oral" "normal" 69
"an" "oral" "normal" 68
"an" "oral" "normal" 77
"an" "oral" "normal" 83
"an" "oral" "normal" 79
"an" "oral" "normal" 71
"an" "oral" "normal" 58
"an" "oral" "normal" 72
"an" "oral" "normal" 68
"an" "oral" "normal" 76
"an" "nasal" "normal" 140
"an" "nasal" "normal" 95
"an" "nasal" "normal" 106
"an" "nasal" "normal" 128
"an" "nasal" "normal" 104
"an" "nasal" "normal" 140
"an" "nasal" "normal" 126
"an" "nasal" "normal" 115
"an" "nasal" "normal" 152
"an" "nasal" "normal" 113
"an" "nasal" "normal" 161
"an" "nasal" "normal" 137
"an" "nasal" "normal" 160
"an" "nasal" "normal" 153
"an" "nasal" "normal" 130
"an" "nasal" "normal" 126
"an" "nasal" "normal" 160
"an" "nasal" "normal" 149
"an" "nasal" "normal" 102
"an" "nasal" "normal" 107
"an" "nasal" "normal" 121
"an" "nasal" "normal" 157
"an" "nasal" "normal" 159
"an" "nasal" "normal" 155
"an" "nasal" "normal" 131
"an" "nasal" "normal" 119
"an" "nasal" "normal" 130
"an" "nasal" "normal" 146
"an" "nasal" "normal" 141
"an" "nasal" "normal" 128
"an" "nasal" "normal" 124
"an" "nasal" "normal" 123
"an" "nasal" "normal" 162
"an" "nasal" "normal" 137
"an" "nasal" "normal" 135
"an" "nasal" "normal" 178
"an" "nasal" "normal" 139
"an" "nasal" "normal" 155
"an" "nasal" "normal" 180
"an" "nasal" "normal" 126
"an" "nasal" "normal" 166
"an" "nasal" "normal" 118
"an" "nasal" "normal" 134
"an" "nasal" "normal" 82
"an" "nasal" "normal" 164
"an" "nasal" "normal" 123
"an" "nasal" "normal" 74
"an" "nasal" "normal" 138
"an" "nasal" "normal" 123
"an" "nasal" "normal" 109
"an" "nasal" "normal" 139
"an" "nasal" "normal" 108
"an" "nasal" "normal" 135
