"voyelle" "partie" "vitesse" "durée"
"ain" "oral" "lente" 93
"ain" "oral" "lente" 91
"ain" "oral" "lente" 81
"ain" "oral" "lente" 103
"ain" "oral" "lente" 79
"ain" "oral" "lente" 67
"ain" "oral" "lente" 72
"ain" "oral" "lente" 76
"ain" "oral" "lente" 75
"ain" "oral" "lente" 72
"ain" "oral" "lente" 77
"ain" "oral" "lente" 80
"ain" "oral" "lente" 96
"ain" "oral" "lente" 50
"ain" "oral" "lente" 91
"ain" "oral" "lente" 95
"ain" "oral" "lente" 91
"ain" "oral" "lente" 80
"ain" "oral" "lente" 58
"ain" "oral" "lente" 85
"ain" "oral" "lente" 102
"ain" "oral" "lente" 91
"ain" "oral" "lente" 67
"ain" "oral" "lente" 86
"ain" "oral" "lente" 81
"ain" "oral" "lente" 74
"ain" "oral" "lente" 73
"ain" "oral" "lente" 87
"ain" "oral" "lente" 81
"ain" "oral" "lente" 79
"ain" "oral" "lente" 67
"ain" "oral" "lente" 91
"ain" "oral" "lente" 57
"ain" "oral" "lente" 93
"ain" "oral" "lente" 79
"ain" "oral" "lente" 88
"ain" "oral" "lente" 71
"ain" "oral" "lente" 63
"ain" "oral" "lente" 93
"ain" "oral" "lente" 65
"ain" "oral" "lente" 67
"ain" "oral" "lente" 79
"ain" "oral" "lente" 76
"ain" "oral" "lente" 82
"ain" "oral" "lente" 94
"ain" "oral" "lente" 65
"ain" "oral" "lente" 74
"ain" "oral" "lente" 86
"ain" "oral" "lente" 59
"ain" "oral" "lente" 61
"ain" "oral" "lente" 79
"ain" "oral" "lente" 79
"ain" "oral" "lente" 76
"ain" "oral" "lente" 67
"ain" "oral" "lente" 88
"ain" "oral" "lente" 106
"ain" "oral" "lente" 107
"ain" "oral" "lente" 98
"ain" "oral" "lente" 86
"ain" "oral" "lente" 76
"ain" "nasal" "lente" 335
"ain" "nasal" "lente" 354
"ain" "nasal" "lente" 375
"ain" "nasal" "lente" 355
"ain" "nasal" "lente" 359
"ain" "nasal" "lente" 324
"ain" "nasal" "lente" 332
"ain" "nasal" "lente" 372
"ain" "nasal" "lente" 322
"ain" "nasal" "lente" 360
"ain" "nasal" "lente" 332
"ain" "nasal" "lente" 387
"ain" "nasal" "lente" 268
"ain" "nasal" "lente" 389
